Concordance,type,lex_asp_b,lex_asp,lex_asp_2,bound_2,bounding,telicity,temp_bound,verb_lemma,File,period
"6 or may order such Deserter to be taken to the Head Quarters or Depo`t of the Regiment to which he shall belong , instead of committing him to Prison ; STATUTES-1835,75,7.67 and such Justice shall transmit an Account thereof , in the Form prescribed",VG,achievement,achievement,achievement,bound,bound,telic,neutral,committing,statutes-1835.txt,LModE
"oducing or aggravating Disease or Infirmity , or wilfully delaying his Cure : In purloining or selling Government Stores : In stealing any Money or Goods , the Property of a Comrade of a Military Officer , or of any Military or Regimental Mess : In p",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,stealing,statutes-1835.txt,LModE
"In stealing any Money or Goods , the Property of a Comrade of a Military Officer , or of any Military or Regimental Mess : In producing false or fraudulent Accounts or Returns : In embezzling or fraudulently misapplying Public Money entrusted to him ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,producing,statutes-1835.txt,LModE
"ade of a Military Officer , or of any Military or Regimental Mess : In producing false or fraudulent Accounts or Returns : In embezzling or fraudulently misapplying Public Money entrusted to him : Or in committing any petty Offence of a felonious or ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,embezzling,statutes-1835.txt,LModE
" Hospital , thereby wilfully producing or aggravating Disease or Infirmity , or wilfully delaying his Cure : In purloining or selling Government Stores : In stealing any Money or Goods , the Property of a Comrade of a Military Officer , or of any Mil",VG,activity,activity,activity,unbound,unbound,atelic,unbound,selling,statutes-1835.txt,LModE
"e Rules of any Hospital , thereby wilfully producing or aggravating Disease or Infirmity , or wilfully delaying his Cure : In purloining or selling Government Stores : In stealing any Money or Goods , the Property of a Comrade of a Military Officer ,",VG,activity,activity,activity,unbound,unbound,atelic,unbound,purloining,statutes-1835.txt,LModE
" or of any Military or Regimental Mess : In producing false or fraudulent Accounts or Returns : In embezzling or fraudulently misapplying Public Money entrusted to him : Or in committing any petty Offence of a felonious or fraudulent Nature , to the ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,misapplying,statutes-1835.txt,LModE
"ing false or fraudulent Accounts or Returns : In embezzling or fraudulently misapplying Public Money entrusted to him : Or in committing any petty Offence of a felonious or fraudulent Nature , to the Injury of or with Intent to injure any Person Civi",VG,activity,activity,activity,unbound,unbound,atelic,unbound,committing,statutes-1835.txt,LModE
"l Questions contained in the Schedule to this Act annexed , STATUTES-1835,75,9.77 and shall record or cause to be recorded in Writing his Answers thereunto ; STATUTES-1835,75,9.78 and the said Justice is hereby required forthwith to cause the Answers",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,writing,statutes-1835.txt,LModE
"ully to all Intents and Purposes as if he had been duly attested , and may be apprehended and punished as a Deserter , or for being absent without Leave , under any Articles of War made for Punishment of Mutiny and Desertion ; and such Recruit shall ",VG,state,state,accomplishment,bound,unbound,atelic,bound,being,statutes-1835.txt,LModE
"reas by an Act passed in the Thirty-eighth Year of the Reign of His late Majesty King George the Third , intituled An Act for preventing the Mischiefs arising from the printing and publishing Newspapers , and Papers of a like Nature , by Persons not ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,preventing,statutes-1835.txt,LModE
" Mischiefs arising from the printing and publishing Newspapers , and Papers of a like Nature , by Persons not known , and for regulating the Printing and Publication of such Papers in other respects ; and to discontinue certain Actions commenced unde",VG,activity,activity,activity,unbound,unbound,atelic,neutral,regulating,statutes-1835.txt,LModE
" the said Act described , are required to be made and signed , and sworn or affirmed , and delivered to the Commissioners for managing His Majesty's Stamp Duties , or to some of their Officer or Officers as therein mentioned ; and it is by the said A",VG,activity,activity,activity,unbound,unbound,atelic,neutral,managing,statutes-1835.txt,LModE
" Mischiefs arising from the printing and publishing Newspapers , and Papers of a like Nature , by Persons not known , and for regulating the Printing and Publication of such Papers in other respects , certain Affidavits or Affirmations , containing s",VG,activity,activity,activity,unbound,unbound,atelic,neutral,printing,statutes-1835.txt,LModE
"eriffs of the County of the City of Chester : STATUTES-1835,75,2.16 For the Removal therefore of such Doubts , and for better effecting the Intention of the said Act , be it enacted by the King's most Excellent Majesty , by and with the Advice and Co",VG,activity,activity,activity,unbound,unbound,atelic,neutral,effecting,statutes-1835.txt,LModE
", {TEXT:.} and suffer to be done and performed , all such Matters and Things as may be necessary for carrying into effect and executing such Sentence ; and the said Sheriff and Constable shall be liable and are hereby required to obey all such Orders",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,executing,statutes-1835.txt,LModE
"-1835,75,2.18 Cap. II . STATUTES-1835,75,3.21 An Act to amend an Act of the Thirty-eighth Year of King George the Third , for preventing the Mischiefs arising from the printing and publishing Newspapers , and Papers of a like Nature , by Persons not ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,preventing,statutes-1835.txt,LModE
", and to do and perform $, {TEXT:.} and suffer to be done and performed , all such Matters and Things as may be necessary for carrying into effect and executing such Sentence ; and the said Sheriff and Constable shall be liable and are hereby require",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,carrying,statutes-1835.txt,LModE
"the County of Chester , shall have full Power and Authority to make such Orders on the Constable of the Castle of Chester for delivering such Criminals to the Sheriffs of the County of the City of Chester , and on the said Sheriffs for the Execution ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,delivering,statutes-1835.txt,LModE
"said Balance shall be less than 100,000 l. shall be repaid . STATUTES-1835,75,5.41 Cap. IV . STATUTES-1835,75,6.44 An Act for raising the Sum of Fifteen Millions by Exchequer Bills , for the Service of the Year One thousand eight hundred and thirty-f",VG,activity,activity,activity,unbound,unbound,atelic,neutral,raising,statutes-1835.txt,LModE
"red and thirty-five . STATUTES-1835,75,6.46 20th March 1835 . STATUTES-1835,75,6.47 Cap. V . STATUTES-1835,75,6.49 An Act for punishing Mutiny and Desertion , and for the better Payment of the Army and their Quarters . STATUTES-1835,75,6.51 13th Apri",VG,activity,activity,activity,unbound,unbound,atelic,neutral,punshing,statutes-1835.txt,LModE
"uch Soldier , with Intent to render himself or such Soldier unfit for Service : In tampering with his Eyes : In malingering , feigning Disease , absenting himself from Hospital whilst under Medical Care , or other gross Violation of the Rules of any ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,feigning,statutes-1835.txt,LModE
"Intent to render himself or such Soldier unfit for Service : In tampering with his Eyes : In malingering , feigning Disease , absenting himself from Hospital whilst under Medical Care , or other gross Violation of the Rules of any Hospital , thereby ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,absenting,statutes-1835.txt,LModE
"ier to Forfeiture of all Advantage as to additional Pay , and to Pension on Discharge , for disgraceful Conduct , In wilfully maiming or injuring himself , or any other Soldier at the Instance of such Soldier , with Intent to render himself or such S",VG,achievement,achievement,achievement,bound,bound,telic,neutral,maiming,statutes-1835.txt,LModE
"eiture of all Advantage as to additional Pay , and to Pension on Discharge , for disgraceful Conduct , In wilfully maiming or injuring himself , or any other Soldier at the Instance of such Soldier , with Intent to render himself or such Soldier unfi",VG,achievement,achievement,achievement,bound,bound,telic,neutral,injuring,statutes-1835.txt,LModE
"the said Fourth Day of March , it shall be competent for such Court or Judge as aforesaid to make such Order as aforesaid for discontinuing the same , without Payment of any Costs ; and upon making such Order , such Writ , Suit , Action , Bill , Plai",VG,achievement,achievement,achievement,bound,bound,telic,neutral,discontinuing,statutes-1835.txt,LModE
"rt or Judge as aforesaid to make such Order as aforesaid for discontinuing the same , without Payment of any Costs ; and upon making such Order , such Writ , Suit , Action , Bill , Plaint , or Information shall be forthwith discontinued . STATUTES-18",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making,statutes-1835.txt,LModE
", of any Proceedings had after the said Fourth Day of March , as the Court or Judge making such Order shall direct ; and upon making such Order , and Payment or Tender of such Costs , such Writ , Suit , Action , Bill , Plaint , or Information shall b",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making,statutes-1835.txt,LModE
" shall be lawful for such Court or Judge , upon such Application and Proof as aforesaid , to make such Order as aforesaid for discontinuing the same , upon Payment of the Costs out of Pocket of all Proceedings had on or before the said Fourth Day of ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,discontinuing,statutes-1835.txt,LModE
"6.151 And whereas under and by virtue of the former Appointments of the Court of Directors of the said Company at the Time of issuing the said Commissions , and from thence until the Twenty-second of April One thousand eight hundred and thirty-four ,",VG,achievement,achievement,achievement,bound,bound,telic,neutral,issuing,statutes-1835.txt,LModE
" virtue of an Act of Parliament made and passed in the Fourth Year of the Reign of His present Majesty , intituled An Act for effecting an Arrangement with the East India Company , and for the better Government of His Majesty's Indian Territories , t",VG,achievement,achievement,achievement,bound,bound,telic,neutral,effecting,statutes-1835.txt,LModE
"y Money or Goods the Property of a Comrade , of a Military Officer , or of any Military or Divisional or Regimental Mess ; in producing false or fraudulent Accounts or Returns ; in embezzling or fraudulently misapplying Public Money intrusted to him ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,producing,statutes-1835.txt,LModE
"ary Officer , or of any Military or Divisional or Regimental Mess ; in producing false or fraudulent Accounts or Returns ; in embezzling or fraudulently misapplying Public Money intrusted to him ; or for any other disgraceful Conduct , being of a cru",VG,activity,activity,activity,unbound,unbound,atelic,unbound,embezzling,statutes-1835.txt,LModE
" Hospital , thereby wilfully producing or aggravating Disease or Infirmity , or wilfully delaying his Cure ; in purloining or selling Government Stores ; in stealing any Money or Goods the Property of a Comrade , of a Military Officer , or of any Mil",VG,activity,activity,activity,unbound,unbound,atelic,unbound,purloining,statutes-1835.txt,LModE
"e Rules of any Hospital , thereby wilfully producing or aggravating Disease or Infirmity , or wilfully delaying his Cure ; in purloining or selling Government Stores ; in stealing any Money or Goods the Property of a Comrade , of a Military Officer ,",VG,activity,activity,activity,unbound,unbound,atelic,unbound,selling,statutes-1835.txt,LModE
"itary or Divisional or Regimental Mess ; in producing false or fraudulent Accounts or Returns ; in embezzling or fraudulently misapplying Public Money intrusted to him ; or for any other disgraceful Conduct , being of a cruel , indecent , unnatural ,",VG,activity,activity,activity,unbound,unbound,atelic,unbound,misapplying,statutes-1835.txt,LModE
" shall be lawful for such Court , although assembled under the Authority of an Act of the present Session of Parliament , for punishing Mutiny and Desertion , and for the better Payment of the Army and their Quarters , to proceed to try any Marine or",VG,activity,activity,activity,unbound,unbound,atelic,neutral,punishing,statutes-1835.txt,LModE
"e expedient in many Cases that Officers of the Land Forces should be associated with Royal Marine Officers for the Purpose of holding Courts-martial ; STATUTES-1835,75,17.163 be it enacted , That when and as often as it shall be deemed necessary it s",VG,activity,activity,activity,unbound,unbound,atelic,neutral,holding,statutes-1835.txt,LModE
"ne , with Intent to render himself or such other Marine unfit for the Service ; in tampering with his Eyes ; in malingering , feigning Disease , absenting himself from Hospital while under Medical Care , or other gross Violation of the Rules of any H",VG,activity,activity,activity,unbound,unbound,atelic,unbound,feigning,statutes-1835.txt,LModE
" render himself or such other Marine unfit for the Service ; in tampering with his Eyes ; in malingering , feigning Disease , absenting himself from Hospital while under Medical Care , or other gross Violation of the Rules of any Hospital , thereby w",VG,activity,activity,activity,unbound,unbound,atelic,unbound,absenting,statutes-1835.txt,LModE
"arine to Forfeiture of all Advantage as to additional Pay , and to Pension on Discharge , for disgraceful Conduct in wilfully maiming or injuring himself , or any other Marine at the Instance of such Marine , with Intent to render himself or such oth",VG,achievement,activity,activity,unbound,unbound,telic,unbound,maiming,statutes-1835.txt,LModE
"rfeiture of all Advantage as to additional Pay , and to Pension on Discharge , for disgraceful Conduct in wilfully maiming or injuring himself , or any other Marine at the Instance of such Marine , with Intent to render himself or such other Marine u",VG,achievement,activity,activity,unbound,unbound,telic,unbound,injuring,statutes-1835.txt,LModE
" if in Ireland , of an Act passed in the Ninth Year of the Reign of His late Majesty , intituled An Act for consolidating and amending the Laws in Ireland relative to Larceny and other Offences connected therewith ; STATUTES-1835,75,10.88 and the Pro",VG,activity,activity,activity,unbound,unbound,atelic,neutral,amending,statutes-1835.txt,LModE
"ed therewith ; and if in Ireland , of an Act passed in the Ninth Year of the Reign of His late Majesty , intituled An Act for consolidating and amending the Laws in Ireland relative to Larceny and other Offences connected therewith ; STATUTES-1835,75",VG,activity,activity,activity,unbound,unbound,atelic,neutral,consolidating,statutes-1835.txt,LModE
"obtaining Money under false Pretences , within the true Intent and Meaning , if in England , of an Act , intituled An Act for consolidating and amending the Laws in England relative to Larceny and other Offences connected therewith ; and if in Irelan",VG,activity,activity,activity,unbound,unbound,atelic,neutral,consolidating,statutes-1835.txt,LModE
"der false Pretences , within the true Intent and Meaning , if in England , of an Act , intituled An Act for consolidating and amending the Laws in England relative to Larceny and other Offences connected therewith ; and if in Ireland , of an Act pass",VG,activity,activity,activity,unbound,unbound,atelic,neutral,amending,statutes-1835.txt,LModE
"obtain any Enlisting Money or Bounty for entering into His Majesty's Service , or any other Money , shall be deemed guilty of obtaining Money under false Pretences , within the true Intent and Meaning , if in England , of an Act , intituled An Act fo",VG,activity,activity,activity,unbound,unbound,atelic,neutral,obtaining,statutes-1835.txt,LModE
"of Residence of such Recruit ; STATUTES-1835,75,9.83 and the Justice to whom such Certificate shall be produced shall , after satisfying himself that the Recruit who had absconded $can $not {TEXT:cannot} be found and apprehended , transmit a Duplicat",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,satisfying,statutes-1835.txt,LModE
" STATUTES-1835,75,12.97 provided that nothing herein contained shall exempt any Boats , Barges , or other Vessels employed in conveying the said Persons , Horses , Baggage , or Stores along any Canal , from Payment of Tolls , in like Manner as other ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,conveying,statutes-1835.txt,LModE
"5,75,12.98 LXIII . And be it enacted , That if any Constable or other Person , who by virtue of this Act shall be employed in billetting any Officers or Soldiers in any Part of the United Kingdom , shall presume to billet any such Officer or Soldier ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,billetting,statutes-1835.txt,LModE
"of such Troops ; or shall receive , demand , or agree for any Money or Reward whatsoever , in order to excuse any Person from receiving such Officer or Soldier ; or shall quarter any of the Wives , Children , Men or Maid Servants of any Officer or So",VG,achievement,achievement,achievement,bound,bound,telic,neutral,receiving,statutes-1835.txt,LModE
"onsent of the Occupiers ; or shall neglect or refuse to execute such Warrants of the Justices as shall be directed to him for providing Carriages , Horses , or Vessels , or shall demand more than the legal Rates for the same ; or if any Person appoin",VG,activity,activity,activity,unbound,unbound,atelic,neutral,providing,statutes-1835.txt,LModE
"ps be entitled to receive all Arrears of Pay growing due , and to reckon Service during his Absence or Confinement ; and upon rejoining His Majesty's Service from being a Prisoner of War , due Inquiry shall be made by a Court-martial , and if it shal",VG,achievement,activity,activity,unbound,unbound,telic,unbound,rejoining,statutes-1835.txt,LModE
" of Pay growing due , and to reckon Service during his Absence or Confinement ; and upon rejoining His Majesty's Service from being a Prisoner of War , due Inquiry shall be made by a Court-martial , and if it shall be proved to the Satisfaction of su",VG,state,state,accomplishment,bound,unbound,atelic,bound,being,statutes-1835.txt,LModE
"S-1805,45,551.78 and whereas it is expedient that provision should be made for redeeming and paying off the said annuities by converting the same into other annuities at the option of such proprietors on certain terms : STATUTES-1805,45,551.79 may it",VG,activity,activity,activity,unbound,unbound,atelic,unbound,converting,statutes-1805.txt,LModE
"uch proprietor ; STATUTES-1805,45,551.75 and whereas an act passed in the last session of parliament , intituled , An act for granting additional annuities to the proprietors of stock created by two acts , passed in the thirty-seventh and forty-secon",VG,activity,activity,activity,unbound,unbound,atelic,neutral,granting,statutes-1805.txt,LModE
" money on the fifth day of April next : STATUTES-1805,45,551.78 and whereas it is expedient that provision should be made for redeeming and paying off the said annuities by converting the same into other annuities at the option of such proprietors on",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,redeeming,statutes-1805.txt,LModE
"fifth day of April next : STATUTES-1805,45,551.78 and whereas it is expedient that provision should be made for redeeming and paying off the said annuities by converting the same into other annuities at the option of such proprietors on certain terms",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,paying,statutes-1805.txt,LModE
"nd five , on which any transfer shall have been made in the said last-mentioned capital stocks at the bank of England , after making a deduction of the amount of the dividend due or accruing thereon ; STATUTES-1805,45,552.83 such average as aforesaid",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,making,statutes-1805.txt,LModE
"d five . STATUTES-1805,45,549.54 - February 22 , 1805 . STATUTES-1805,45,549.55 Cap. VII . STATUTES-1805,45,549.57 An act for raising the sum of three milions by loans or exchequer-bills , for the service of Great Britain , for the year one thousand ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,raising,statutes-1805.txt,LModE
t to indemnify such persons in the United Kingdom as have omitted to qualify themselves for offices and employments ; and for extending the times limited for those purposes respectively until the twenty-fifth day of December one thousand eight hundre,VG,activity,activity,activity,unbound,unbound,atelic,neutral,extending,statutes-1805.txt,LModE
"805,45,550.70 Whereas an act , passed in the thirty-seventh year of the reign of his present Majesty , intituled , An act for raising the sum of eighteen millions by way of annuities : STATUTES-1805,45,550.71 and whereas an act , passed in the forty-",VG,activity,activity,activity,unbound,unbound,atelic,neutral,raising,statutes-1805.txt,LModE
"5,45,550.71 and whereas an act , passed in the forty-second year of the reign of his present Majesty , intituled , An act for granting annuities to satisfy certain exchequer-bills , whereby certain annuities were created , at and after the rate of fi",VG,activity,activity,activity,unbound,unbound,atelic,neutral,granting,statutes-1805.txt,LModE
"d in advance the whole sum on the credit of this act . STATUTES-1805,45,550.67 Cap. VIII . STATUTES-1805,45,550.68 An act for amending an act , passed in the last session of parliament , for granting additional annuities to the proprietors of stock c",VG,activity,activity,activity,unbound,unbound,atelic,neutral,amending,statutes-1805.txt,LModE
"805,45,550.67 Cap. VIII . STATUTES-1805,45,550.68 An act for amending an act , passed in the last session of parliament , for granting additional annuities to the proprietors of stock created by two acts , passed in the thirty-seventh and forty-secon",VG,activity,activity,activity,unbound,unbound,atelic,neutral,granting,statutes-1805.txt,LModE
"be made , shall respectively underwrite his or their acceptance thereof ; STATUTES-1805,45,554.96 and that no other method of assigning or transferring the said respective capitals or joint stocks , and the annuities attending the same , or any part ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,assigning,statutes-1805.txt,LModE
"ll respectively underwrite his or their acceptance thereof ; STATUTES-1805,45,554.96 and that no other method of assigning or transferring the said respective capitals or joint stocks , and the annuities attending the same , or any part thereof , or ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,transferring,statutes-1805.txt,LModE
"gland , and their successors , notwithstanding the redemption of all or any of their own funds , in pursuance of the acts for establishing the same , or any of them , shall continue a corporation for the purposes of this act , until all the said annu",VG,achievement,achievement,achievement,bound,bound,telic,neutral,establishing,statutes-1805.txt,LModE
" annuities shall be charged and chargeable upon and payable out of the consolidated fund of Great Britain , after paying , or serving sufficient to pay , all such sums of money as have been directed by any former act or acts of parliament to be paid ",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,serving,statutes-1805.txt,LModE
"day of January one thousand eight hundred and four , had afterwards continued in custody in the same prison up to the time of passing the said act , and of making out the lists by that act directed to be made , and had not been removed therefrom as i",VG,achievement,achievement,achievement,bound,bound,telic,neutral,passing,statutes-1805.txt,LModE
"ght hundred and four , had afterwards continued in custody in the same prison up to the time of passing the said act , and of making out the lists by that act directed to be made , and had not been removed therefrom as is herein-above mentioned . STA",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making,statutes-1805.txt,LModE
"some prison in this kingdom , shall have since continued to be a prisoner or prisoners in actual custody , and at the time of making out every such list so hereby required shall be really an actual prisoner or prisoners in the custody of the gaoler o",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making,statutes-1805.txt,LModE
"nited Kingdom of Great Britain and Ireland . STATUTES-1805,45,545.3 Cap. I . STATUTES-1805,45,545.5 An act for continuing and granting to his Majesty certain duties upon malt , in Great Britain , for the service of the year one thousand eight hundred",VG,achievement,achievement,achievement,bound,bound,telic,neutral,granting,statutes-1805.txt,LModE
"d and five . STATUTES-1805,45,545.7 - February 7 , 1805 . STATUTES-1805,45,545.8 Cap. II . STATUTES-1805,45,545.11 An act for continuing and granting to his Majesty a duty on pensions , offices , and personal estates , in England ; and certain duties",VG,activity,activity,activity,unbound,unbound,atelic,neutral,continuing,statutes-1805.txt,LModE
"ATUTES-1805,45,545.7 - February 7 , 1805 . STATUTES-1805,45,545.8 Cap. II . STATUTES-1805,45,545.11 An act for continuing and granting to his Majesty a duty on pensions , offices , and personal estates , in England ; and certain duties on sugar , mal",VG,achievement,achievement,achievement,bound,bound,telic,neutral,granting,statutes-1805.txt,LModE
"iament of the United Kingdom of Great Britain and Ireland . STATUTES-1805,45,545.3 Cap. I . STATUTES-1805,45,545.5 An act for continuing and granting to his Majesty certain duties upon malt , in Great Britain , for the service of the year one thousan",VG,activity,activity,activity,unbound,unbound,atelic,neutral,continuing,statutes-1805.txt,LModE
"he authority of the same , That the said acts shall not be construed to restrain any bencher of any of the inns of court from acting as such commissioner for such inn of court , and the inns belonging thereto , whether of law or equity ; nor any of t",VG,activity,activity,activity,unbound,unbound,atelic,neutral,acting,statutes-1805.txt,LModE
"805,45,548.46 Whereas by an act , passed in the forty-third year of the reign of his present Majesty , intituled , An act for consolidating certain of the provisions contained in any act or acts relating to the duties under the management of the comm",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,consolidating,statutes-1805.txt,LModE
"tained in any act or acts relating to the duties under the management of the commissioners for the affairs of taxes , and for amending the same , the commissioners appointed to carry into execution the said act , and other acts to be executed under t",VG,activity,activity,activity,unbound,unbound,atelic,neutral,amending,statutes-1805.txt,LModE
"il six weeks after the commencement of the next session of parliament , an act , made in the last session of parliament , for continuing an act to empower the lord-lieutenant or other chief governor or governors of Ireland , to apprehend and detain s",VG,activity,activity,activity,unbound,unbound,atelic,neutral,continuing,statutes-1805.txt,LModE
" custody on the first day of January one thousand eight hundred and four , and had so continued from that time to the time of passing the said act , but who , during the time of such their imprisonment had been removed as is herein-above mentioned , ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,passing,statutes-1805.txt,LModE
". STATUTES-1805,45,548.43 An act for explaining and amending an act made in the forty-third year of his present Majesty , for consolidating certain of the provisions contained in any act or acts relating to the duties under the management of the comm",VG,activity,activity,activity,unbound,unbound,atelic,neutral,consolidating,statutes-1805.txt,LModE
"overnment - STATUTES-1805,45,548.40 Februrary 22 , 1805 . STATUTES-1805,45,548.41 Cap. V . STATUTES-1805,45,548.43 An act for explaining and amending an act made in the forty-third year of his present Majesty , for consolidating certain of the provis",VG,activity,activity,activity,unbound,unbound,atelic,neutral,explaining,statutes-1805.txt,LModE
"TUTES-1805,45,548.40 Februrary 22 , 1805 . STATUTES-1805,45,548.41 Cap. V . STATUTES-1805,45,548.43 An act for explaining and amending an act made in the forty-third year of his present Majesty , for consolidating certain of the provisions contained ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,amending,statutes-1805.txt,LModE
"acts , and to the payment and recovering of any duties imposed by the said act , which shall be due and unpaid at the time of passing this act , and also save and except as to any offence or offences done or committed before the passing of this act ,",VG,achievement,activity,activity,unbound,unbound,telic,unbound,passing,statutes-1805.txt,LModE
"ney that shall have been issued for purchasing the lands on Chetney Hill , and for the erecting of the said lazaret , and for providing the necessary and convenient accommodations thereto belonging , in manner herein-before mentioned , and to no othe",VG,activity,activity,activity,unbound,unbound,atelic,neutral,providing,statutes-1805.txt,LModE
"shall be incurred in the execution of this act ; and in the next place to make good any money that shall have been issued for purchasing the lands on Chetney Hill , and for the erecting of the said lazaret , and for providing the necessary and conven",VG,achievement,achievement,achievement,bound,bound,telic,neutral,purchasing,statutes-1805.txt,LModE
"nts shall be sufficient authority to the commissioners and officers of the customs , for raising , levying , collecting , and recovering the several and respective duties specified and contained in such warrant or warrants ; any law or usage to the c",VG,activity,activity,activity,unbound,unbound,atelic,neutral,recovering,statutes-1805.txt,LModE
"ustoms shall otherwise direct ; and that the tonnage of every ship or vessel shall be computed and taken , for the purpose of ascertaining the said duties according to the register thereof , under the provisions of an act , passed in the twenty-sixth",VG,activity,activity,activity,unbound,unbound,atelic,neutral,ascertaining,statutes-1805.txt,LModE
"aforesaid ; and such warrant or warrants shall be sufficient authority to the commissioners and officers of the customs , for raising , levying , collecting , and recovering the several and respective duties specified and contained in such warrant or",VG,activity,activity,activity,unbound,unbound,atelic,neutral,raising,statutes-1805.txt,LModE
"; and such warrant or warrants shall be sufficient authority to the commissioners and officers of the customs , for raising , levying , collecting , and recovering the several and respective duties specified and contained in such warrant or warrants ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,levying,statutes-1805.txt,LModE
" warrant or warrants shall be sufficient authority to the commissioners and officers of the customs , for raising , levying , collecting , and recovering the several and respective duties specified and contained in such warrant or warrants ; any law ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,collecting,statutes-1805.txt,LModE
"aking further provisions therein , and by other acts antecedent thereto , provision was made as well for purchasing lands for erecting a lazaret as for defraying the expences of building the same , and for maintaining a proper establishment of office",VG,activity,activity,activity,unbound,unbound,atelic,neutral,erecting,statutes-1805.txt,LModE
"herein , and by other acts antecedent thereto , provision was made as well for purchasing lands for erecting a lazaret as for defraying the expences of building the same , and for maintaining a proper establishment of officers necessary for enforcing",VG,activity,activity,activity,unbound,unbound,atelic,neutral,defraying,statutes-1805.txt,LModE
" antecedent thereto , provision was made as well for purchasing lands for erecting a lazaret as for defraying the expences of building the same , and for maintaining a proper establishment of officers necessary for enforcing a due performance of quar",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,building,statutes-1805.txt,LModE
"g a lazaret on Chetney Hill , in the county of Kent , and for reducing into one act the laws relating to quarantine , and for making further provisions therein , and by other acts antecedent thereto , provision was made as well for purchasing lands f",VG,activity,activity,activity,unbound,unbound,atelic,neutral,making,statutes-1805.txt,LModE
"uarantine , and for making further provisions therein , and by other acts antecedent thereto , provision was made as well for purchasing lands for erecting a lazaret as for defraying the expences of building the same , and for maintaining a proper es",VG,activity,activity,activity,unbound,unbound,atelic,neutral,erecting,statutes-1805.txt,LModE
"unds granted by the said act of the thirty-ninth and fortieth years of his present Majesty having been found insufficient for completing the same , and for the payment of competent salaries to the officers who were to have the charge thereof , and ot",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,completing,statutes-1805.txt,LModE
"ion was made as well for purchasing lands for erecting a lazaret as for defraying the expences of building the same , and for maintaining a proper establishment of officers necessary for enforcing a due performance of quarantine ; in pursuance of whi",VG,activity,activity,activity,unbound,unbound,atelic,neutral,maintaining,statutes-1805.txt,LModE
"ret as for defraying the expences of building the same , and for maintaining a proper establishment of officers necessary for enforcing a due performance of quarantine ; in pursuance of which , lands were purchased at Chetney Hill , in the county of ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,enforcing,statutes-1805.txt,LModE
"he reign of his present Majesty , intituled , An act for erecting a lazaret on Chetney Hill , in the county of Kent , and for reducing into one act the laws relating to quarantine , and for making further provisions therein , and by other acts antece",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,reducing,statutes-1805.txt,LModE
"is act ; and also for the service , pains , and trouble of the said accountant-general of the said governor and company , for performing the duty and trust incumbent on or reposed in him by this act ; all which allowances to be made as aforesaid in r",VG,activity,activity,activity,unbound,unbound,atelic,neutral,performing,statutes-1805.txt,LModE
"for the service , pains , and labour of the cashier or cashiers of the said governor and company of the bank of England , for receiving , paying , and accounting for the said annuities made payable by this act ; and also for the service , pains , and",VG,achievement,achievement,achievement,bound,bound,telic,neutral,receiving,statutes-1805.txt,LModE
"or them awarded against such plaintiff or plaintiffs . STATUTES-1805,45,555.103 Cap. IX . STATUTES-1805,45,556.106 An act for allowing vessels employed in the Greenland whale-fishery , to complete their full number of men at certain ports for the pre",VG,achievement,achievement,achievement,bound,bound,telic,neutral,allowing,statutes-1805.txt,LModE
